Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000275631	U1	21	+	9646825	9647000	0.000000	0.000000	0.000000
ENSG00000224860	GXYLT1P2	21	-	13824406	13825635	0.656911	42.269493	33.426588
ENSG00000232797	FAM207CP	21	+	13792635	13793141	3.437870	221.212650	174.934298
ENSG00000173231	TERF1P1	21	+	13776086	13777266	0.054191	3.486966	2.757482
ENSG00000290541	CYP4F29P	21	-	13843133	13848364	0.000000	0.000000	0.000000
ENSG00000228314	CYP4F29P	21	-	13846759	13847713	0.000000	0.000000	0.000000
ENSG00000215562	CNN2P7	21	+	13826696	13827627	472.207082	30384.563715	24028.021476
ENSG00000290581	-	21	-	13909574	13935655	0.000000	0.000000	0.000000
ENSG00000215559	ANKRD20A11P	21	-	13909574	13979911	0.092548	5.955079	4.709259
ENSG00000203616	RHOT1P2	21	-	13936993	13937325	0.000000	0.000000	0.000000
ENSG00000291280	ANKRD20A11P	21	-	13937946	13980437	0.000000	0.000000	0.000000
ENSG00000223287	RNU6-954P	21	-	13968489	13968595	0.000000	0.000000	0.000000
ENSG00000233442	PPP6R2P1	21	+	14007134	14014880	0.000000	0.000000	0.000000
ENSG00000224905	-	21	+	14027415	14144468	0.000000	0.000000	0.000000
ENSG00000249493	ANKRD20A18P	21	+	14064325	14069087	0.000000	0.000000	0.000000
ENSG00000201812	RNA5SP488	21	+	14070871	14070986	0.000000	0.000000	0.000000
ENSG00000277572	-	21	-	14075950	14076038	0.000000	0.000000	0.000000
ENSG00000188992	LIPI	21	-	14108813	14210955	0.000000	0.000000	0.000000
ENSG00000240755	ERLEC1P1	21	+	14143581	14144158	0.000000	0.000000	0.000000
ENSG00000155307	SAMSN1	21	-	14485228	14658821	0.000000	0.000000	0.000000
ENSG00000223662	SAMSN1-AS1	21	+	14582202	14598303	0.000000	0.000000	0.000000
ENSG00000291052	ABCC13	21	+	14236206	14338017	0.000000	0.000000	0.000000
ENSG00000243064	ABCC13	21	+	14274092	14362754	0.000000	0.000000	0.000000
ENSG00000232884	-	21	-	14676689	14763259	0.000000	0.000000	0.000000
ENSG00000228600	POLR2CP1	21	+	14757588	14758352	20.108497	1293.898232	1023.210825
ENSG00000235609	-	21	-	14818843	15014430	0.000000	0.000000	0.000000
ENSG00000291290	-	21	-	14819699	14823309	0.000000	0.000000	0.000000
ENSG00000291291	-	21	-	14821208	14821806	0.000000	0.000000	0.000000
ENSG00000281903	LINC02246	21	-	14824254	14918552	0.000000	0.000000	0.000000
ENSG00000226406	RBMX2P1	21	-	14829154	14829989	0.000000	0.000000	0.000000
ENSG00000235277	-	21	+	14918534	14947096	0.000000	0.000000	0.000000
ENSG00000180530	NRIP1	21	-	14961235	15065936	0.030744	5.711530	4.516661
ENSG00000229047	-	21	+	14961309	14964233	0.000000	0.000000	0.000000
ENSG00000231201	-	21	+	14971470	14992854	0.000000	0.000000	0.000000
ENSG00000279390	-	21	+	15050189	15052379	0.000000	0.000000	0.000000
ENSG00000229425	-	21	-	15368966	15627342	0.000000	0.000000	0.000000
ENSG00000224524	CYCSP42	21	-	15490530	15490767	0.000000	0.000000	0.000000
ENSG00000224247	-	21	-	15493932	15496124	0.000000	0.000000	0.000000
ENSG00000212564	RNU6-1326P	21	+	15614283	15614389	0.000000	0.000000	0.000000
ENSG00000155304	HSPA13	21	-	14371115	14383484	0.000000	0.000000	0.000000
ENSG00000155313	USP25	21	+	15729982	15880064	0.000000	0.000000	0.000000
ENSG00000234159	RBPMSLP	21	-	15744004	15745080	0.000000	0.000000	0.000000
ENSG00000215386	MIR99AHG	21	+	15928296	16646364	0.012557	72.868581	57.624254
ENSG00000252273	RNU6-426P	21	-	16035413	16035509	0.000000	0.000000	0.000000
ENSG00000214976	VDAC2P1	21	-	16094415	16095372	33.242171	2138.995583	1691.511265
ENSG00000224602	RPS26P5	21	-	16121310	16121644	0.000000	0.000000	0.000000
ENSG00000201025	SNORD74B	21	-	16284696	16284768	0.000000	0.000000	0.000000
ENSG00000270071	-	21	-	16291079	16310382	0.039128	3.425451	2.708836
ENSG00000270139	-	21	-	16417139	16419080	0.000000	0.000000	0.000000
ENSG00000287066	-	21	-	16505555	16507916	0.000000	0.000000	0.000000
ENSG00000280432	-	21	+	16525919	16527019	0.000000	0.000000	0.000000
ENSG00000207638	MIR99A	21	+	16539089	16539169	0.000000	0.000000	0.000000
ENSG00000199030	MIRLET7C	21	+	16539828	16539911	0.000000	0.000000	0.000000
ENSG00000269950	-	21	-	16574718	16582637	0.000000	0.000000	0.000000
ENSG00000207863	MIR125B2	21	+	16590237	16590325	0.000000	0.000000	0.000000
ENSG00000266195	RN7SL163P	21	+	17506453	17506728	1.289855	82.996810	65.633627
ENSG00000288536	-	21	-	15102313	15138649	0.000000	0.000000	0.000000
ENSG00000154639	CXADR	21	+	17513043	17593579	0.000000	0.000000	0.000000
ENSG00000232260	BTF3L4P1	21	-	17518526	17518993	3.940171	253.533633	200.493633
ENSG00000200754	Y_RNA	21	-	17527140	17527247	0.000000	0.000000	0.000000
ENSG00000199962	Y_RNA	21	+	17576798	17576906	0.000000	0.000000	0.000000
ENSG00000226580	RPL39P40	21	-	17500679	17500824	61.383562	3949.777167	3123.471888
ENSG00000240770	C21orf91-OT1	21	-	17763315	17792523	0.000000	0.000000	0.000000
ENSG00000154642	C21orf91	21	-	17788974	17819386	0.000000	0.000000	0.000000
ENSG00000244676	-	21	+	17793488	17810845	0.000000	0.000000	0.000000
ENSG00000154640	BTG3	21	-	17593653	17612945	0.000000	0.000000	0.000000
ENSG00000280594	BTG3-AS1	21	+	17611696	17633943	0.006019	3.140142	2.483215
ENSG00000198618	PPIAP22	21	+	18857779	18858276	2223.441767	143069.239347	113138.723592
ENSG00000226818	SLC6A6P1	21	+	19244543	19246392	4.722703	303.886315	240.312383
ENSG00000229336	SREK1IP1P1	21	+	19739709	19740150	32.513575	2092.113458	1654.437022
ENSG00000233676	FDPSP6	21	+	20388334	20388845	8.976562	577.604467	456.767873
ENSG00000233206	RPS3AP1	21	-	20430443	20430762	101.818750	6551.613507	5180.996230
ENSG00000233997	LINC01425	21	+	21746973	21797415	0.000000	0.000000	0.000000
ENSG00000223488	MAPK6P2	21	-	22436290	22438349	2.012621	129.503799	102.411214
ENSG00000228592	D21S2088E	21	-	23352929	23423778	0.000000	0.000000	0.000000
ENSG00000223822	EEF1A1P1	21	+	23390258	23390996	8664.435724	557520.438267	440885.483491
ENSG00000237569	TUBAP1	21	-	23407658	23409128	0.000000	0.000000	0.000000
ENSG00000224832	LINC01689	21	-	24304546	24321377	0.000000	0.000000	0.000000
ENSG00000237484	LINC01684	21	+	24306939	24547942	0.001473	1.858694	1.469850
ENSG00000232512	-	21	+	25095022	25103670	0.000000	0.000000	0.000000
ENSG00000274662	RN7SKP236	21	+	25101132	25101415	0.450704	29.000930	22.933848
ENSG00000260583	-	21	-	25582770	25583326	1.109515	71.392680	56.457117
ENSG00000222042	-	21	-	25169431	25361868	0.000000	0.000000	0.000000
ENSG00000238627	RNA5SP489	21	+	25202207	25202315	0.000000	0.000000	0.000000
ENSG00000213885	RPL13AP7	21	+	25361821	25381756	857.987097	154058.064854	121828.653708
ENSG00000279534	-	21	+	25371827	25372043	0.000000	0.000000	0.000000
ENSG00000154721	JAM2	21	+	25639258	25717562	0.009921	0.872530	0.689994
ENSG00000237731	RNGTTP1	21	+	25643489	25644216	0.000000	0.000000	0.000000
ENSG00000287109	-	21	-	25646113	25654671	0.000000	0.000000	0.000000
ENSG00000227054	FDX1P2	21	+	25692180	25692554	3.328000	214.142972	169.343617
ENSG00000154723	ATP5PF	21	-	25716503	25735673	0.000000	0.000000	0.000000
ENSG00000154727	GABPA	21	+	25734570	25772460	0.000000	0.000000	0.000000
ENSG00000235514	LLPHP2	21	-	25762938	25763333	22.512626	1448.593944	1145.543728
ENSG00000287801	-	21	-	23982645	24114352	0.000000	0.000000	0.000000
ENSG00000226996	-	21	+	24043257	24050286	0.000000	0.000000	0.000000
ENSG00000142192	APP	21	-	25880535	26171128	0.374346	527.821245	417.399451
ENSG00000233783	-	21	+	25928754	25952614	0.173009	27.691814	21.898603
ENSG00000251972	RNU6-123P	21	-	25943044	25943145	0.000000	0.000000	0.000000
ENSG00000224541	-	21	+	26158091	26175824	0.000000	0.000000	0.000000
ENSG00000273492	APP-DT	21	+	26170871	26217381	0.000000	0.000000	0.000000
ENSG00000206802	RNU6-926P	21	+	26190707	26190813	0.000000	0.000000	0.000000
ENSG00000154719	MRPL39	21	-	25585656	25607517	0.000000	0.000000	0.000000
ENSG00000232692	-	21	+	26378552	26471698	0.000000	0.000000	0.000000
ENSG00000197934	CYYR1-AS1	21	+	26393635	26569252	0.000000	0.000000	0.000000
ENSG00000273115	-	21	-	26459903	26460214	0.000000	0.000000	0.000000
ENSG00000166265	CYYR1	21	-	26466209	26573286	0.010912	1.225016	0.968739
ENSG00000223563	-	21	+	26889376	26939742	0.000000	0.000000	0.000000
ENSG00000154736	ADAMTS5	21	-	26917922	26967088	0.000000	0.000000	0.000000
ENSG00000266133	MIR4759	21	+	26953961	26954043	0.000000	0.000000	0.000000
ENSG00000154734	ADAMTS1	21	-	26835755	26845409	0.078355	8.496676	6.719146
ENSG00000215326	GPX1P2	21	-	27143344	27143949	1726.216172	111074.838272	87837.647580
ENSG00000231236	-	21	-	27358885	27448579	0.000000	0.000000	0.000000
ENSG00000236332	-	21	+	27361121	27395787	0.000000	0.000000	0.000000
ENSG00000233300	EIF4A1P1	21	-	27367014	27367947	178.918630	11512.670437	9104.185109
ENSG00000217026	RPL10P1	21	-	27420380	27421023	870.487578	56012.258784	44294.325554
ENSG00000232855	-	21	-	28328738	28674848	0.031611	79.563058	62.918227
ENSG00000226935	LINC00161	21	+	28539318	28540355	0.000000	0.000000	0.000000
ENSG00000156239	N6AMT1	21	-	28872191	28885371	0.000000	0.000000	0.000000
ENSG00000232079	LINC01697	21	+	28048404	28137611	0.000000	0.000000	0.000000
ENSG00000236532	LINC01695	21	-	28116094	28228667	0.000000	0.000000	0.000000
ENSG00000215317	THUMPD1P1	21	-	28901779	28903697	0.000000	0.000000	0.000000
ENSG00000198862	LTN1	21	-	28928144	28992956	0.000000	0.000000	0.000000
ENSG00000156253	RWDD2B	21	-	29004384	29019360	0.000000	0.000000	0.000000
ENSG00000176054	RPL23P2	21	-	28997613	28998033	0.263658	16.965297	13.416106
ENSG00000273254	-	21	-	29024255	29024890	0.000000	0.000000	0.000000
ENSG00000156256	USP16	21	+	29024629	29054488	0.000000	0.000000	0.000000
ENSG00000156265	MAP3K7CL	21	+	29077221	29175889	1.227850	1023.424719	809.321185
ENSG00000232687	RPL12P9	21	-	29127701	29128188	0.000000	0.000000	0.000000
ENSG00000201984	Y_RNA	21	-	29139283	29139384	0.000000	0.000000	0.000000
ENSG00000156261	CCT8	21	-	29055805	29073797	0.000000	0.000000	0.000000
ENSG00000231125	-	21	-	29058073	29060095	0.000000	0.000000	0.000000
ENSG00000286018	-	21	+	29063446	29064368	0.000000	0.000000	0.000000
ENSG00000215533	LINC00189	21	+	29193480	29288205	0.000000	0.000000	0.000000
ENSG00000156273	BACH1	21	+	29194071	29630751	0.026842	157.822470	124.805534
ENSG00000236056	GAPDHP14	21	+	29222321	29223257	0.000000	0.000000	0.000000
ENSG00000248476	BACH1-IT1	21	+	29351634	29361894	0.000000	0.000000	0.000000
ENSG00000273017	-	21	+	29359002	29359453	0.000000	0.000000	0.000000
ENSG00000232118	BACH1-AS1	21	-	29370019	29376339	0.000000	0.000000	0.000000
ENSG00000228817	BACH1-IT2	21	+	29370497	29373709	0.000000	0.000000	0.000000
ENSG00000234293	BACH1-IT3	21	+	29496047	29500386	0.000000	0.000000	0.000000
ENSG00000171189	GRIK1	21	-	29536933	29940033	0.000000	0.000000	0.000000
ENSG00000273464	-	21	+	29657406	29657831	0.000000	0.000000	0.000000
ENSG00000174680	GRIK1-AS1	21	+	29748175	29764002	0.049946	3.515342	2.779922
ENSG00000230870	FBXW11P1	21	-	31627127	31628600	4.445726	286.063996	226.218547
ENSG00000234509	SOD1-DT	21	-	31653593	31659500	0.000000	0.000000	0.000000
ENSG00000215005	HSPD1P7	21	-	28887280	28889272	0.000000	0.000000	0.000000
ENSG00000156299	TIAM1	21	-	31118416	31559977	0.000000	0.000000	0.000000
ENSG00000286643	-	21	+	31347736	31359157	0.000000	0.000000	0.000000
ENSG00000237325	-	21	+	31452466	31453223	6.230871	400.930660	317.054758
ENSG00000237594	TIAM1-AS1	21	+	31559245	31560487	0.000000	0.000000	0.000000
ENSG00000142168	SOD1	21	+	31659666	31668931	0.000000	0.000000	0.000000
ENSG00000238390	-	21	+	31664306	31664482	0.000000	0.000000	0.000000
ENSG00000273271	-	21	-	31666728	31667247	0.000000	0.000000	0.000000
ENSG00000261610	-	21	-	32259804	32261585	0.030303	1.949872	1.541953
ENSG00000234107	TPT1P1	21	+	31840341	31840858	1.420849	91.425730	72.299192
ENSG00000156304	SCAF4	21	-	31671000	31732118	0.000000	0.000000	0.000000
ENSG00000229046	HMGN1P2	21	+	31706555	31706864	0.000000	0.000000	0.000000
ENSG00000159055	MIS18A	21	-	32268228	32279049	0.000000	0.000000	0.000000
ENSG00000227256	MIS18A-AS1	21	+	32277863	32280988	0.000000	0.000000	0.000000
ENSG00000256073	URB1-AS1	21	+	32393095	32393980	1.209932	77.854097	61.566785
ENSG00000228433	OR7E23P	21	+	32621084	32622083	0.104000	6.691968	5.291988
ENSG00000265590	CFAP298-TCP10L	21	-	32402511	32612865	0.000000	0.000000	0.000000
ENSG00000166979	EVA1C	21	+	32412006	32515397	0.000000	0.000000	0.000000
ENSG00000229007	EXOSC3P1	21	+	32496812	32497311	41.910000	2696.734365	2132.569414
ENSG00000242220	TCP10L	21	-	32497967	32587373	0.000000	0.000000	0.000000
ENSG00000252045	-	21	+	32538299	32538434	0.000000	0.000000	0.000000
ENSG00000252950	RNA5SP490	21	+	32563075	32563210	0.000000	0.000000	0.000000
ENSG00000159079	CFAP298	21	-	32592079	32612603	0.000000	0.000000	0.000000
ENSG00000159082	SYNJ1	21	-	32628759	32728040	0.000000	0.000000	0.000000
ENSG00000238197	PAXBP1-AS1	21	+	32728094	32747065	0.101729	36.142739	28.581569
ENSG00000159086	PAXBP1	21	-	32733899	32771792	0.000000	0.000000	0.000000
ENSG00000170262	MRAP	21	+	32291813	32314784	0.000000	0.000000	0.000000
ENSG00000232623	MRAP-AS1	21	-	32306464	32308737	0.000000	0.000000	0.000000
ENSG00000142207	URB1	21	-	32311018	32393012	0.000000	0.000000	0.000000
ENSG00000200792	SNORA80A	21	-	32377187	32377322	0.000000	0.000000	0.000000
ENSG00000159110	IFNAR2	21	+	33205282	33265675	1.830735	1172.864212	927.497486
ENSG00000249624	IFNAR2-IL10RB	21	+	33229892	33297160	0.000000	0.000000	0.000000
ENSG00000223799	IL10RB-DT	21	-	33263873	33266296	1.431537	92.113458	72.843045
ENSG00000243646	IL10RB	21	+	33266367	33311420	6.273683	1608.518978	1272.011963
ENSG00000289238	-	21	-	33324137	33324872	0.000000	0.000000	0.000000
ENSG00000142166	IFNAR1	21	+	33324387	33359864	0.241105	210.889711	166.770948
ENSG00000226501	USF1P1	21	+	33334596	33335097	0.000000	0.000000	0.000000
ENSG00000159128	IFNGR2	21	+	33403413	33479348	0.000000	0.000000	0.000000
ENSG00000142188	TMEM50B	21	-	33432485	33479974	0.000000	0.000000	0.000000
ENSG00000205930	C21orf62-AS1	21	+	32772100	33019751	0.000000	0.000000	0.000000
ENSG00000279690	-	21	-	32790673	32791504	0.000000	0.000000	0.000000
ENSG00000205929	C21orf62	21	-	32790673	32813743	0.810240	52.646612	41.632782
ENSG00000224427	-	21	-	32841496	32841811	0.063291	4.072513	3.220531
ENSG00000207098	SNORA70	21	-	32841861	32841995	410.503704	26414.207717	20888.275911
ENSG00000232360	-	21	-	32844367	32849934	0.000000	0.000000	0.000000
ENSG00000227757	-	21	-	32913649	33071104	0.000000	0.000000	0.000000
ENSG00000228961	LINC01690	21	+	32958888	32960566	0.000000	0.000000	0.000000
ENSG00000205927	OLIG2	21	+	33025935	33029196	0.053342	3.432336	2.714281
ENSG00000232539	LINC00945	21	+	33057829	33064983	0.000000	0.000000	0.000000
ENSG00000184221	OLIG1	21	+	33070141	33072413	5.232292	336.676250	266.242565
ENSG00000159131	GART	21	-	33503931	33543491	0.017546	8.321333	6.580485
ENSG00000233956	BTF3P6	21	-	33518610	33519108	6.104208	392.780422	310.609575
ENSG00000159140	SON	21	+	33543038	33577481	4.646835	552.022039	436.537366
ENSG00000284448	MIR6501	21	+	33550662	33550728	0.000000	0.000000	0.000000
ENSG00000159147	DONSON	21	-	33559542	33588706	0.000000	0.000000	0.000000
ENSG00000249209	-	21	-	33584687	33931607	0.000000	0.000000	0.000000
ENSG00000205758	CRYZL1	21	-	33589341	33643926	0.000000	0.000000	0.000000
ENSG00000205726	ITSN1	21	+	33642400	33899861	0.056875	84.706801	66.985883
ENSG00000241837	ATP5PO	21	-	33903453	33915814	0.000000	0.000000	0.000000
ENSG00000237945	LINC00649	21	+	33915534	33977703	0.322550	110.397845	87.302283
ENSG00000244294	RN7SL740P	21	-	33918995	33919338	0.302326	19.453422	15.383707
ENSG00000273102	-	21	-	33967100	33968573	0.000000	0.000000	0.000000
ENSG00000177692	DNAJC28	21	-	33488055	33491716	0.000000	0.000000	0.000000
ENSG00000215088	RPS5P3	21	-	33481580	33482195	3.918831	252.160492	199.407758
ENSG00000272958	-	21	+	34425508	34426017	0.052941	3.406533	2.693876
ENSG00000205670	SMIM11	21	+	34375480	34416961	0.000000	0.000000	0.000000
ENSG00000222018	C21orf140	21	-	34400112	34401072	0.000000	0.000000	0.000000
ENSG00000273104	-	21	+	34412200	34412587	0.000000	0.000000	0.000000
ENSG00000243927	MRPS6	21	+	34073224	34143034	0.000000	0.000000	0.000000
ENSG00000198743	SLC5A3	21	+	34073578	34106260	0.000000	0.000000	0.000000
ENSG00000272657	-	21	+	34073592	34360033	0.000000	0.000000	0.000000
ENSG00000224598	RPS5P2	21	-	34135432	34136071	271.001562	17437.824508	13789.779103
ENSG00000227456	LINC00310	21	+	34157724	34190244	0.000000	0.000000	0.000000
ENSG00000214955	-	21	+	34205055	34325034	0.000000	0.000000	0.000000
ENSG00000225555	-	21	-	34353099	34375364	0.000000	0.000000	0.000000
ENSG00000159197	KCNE2	21	+	34364006	34371381	0.000000	0.000000	0.000000
ENSG00000234380	LINC01426	21	+	34745756	34784886	0.000000	0.000000	0.000000
ENSG00000159212	CLIC6	21	+	34668994	34718227	0.000000	0.000000	0.000000
ENSG00000214914	RPL23AP3	21	-	36016079	36016546	22.523504	1449.293898	1146.097249
ENSG00000180509	KCNE1	21	-	34446688	34512214	0.025370	26.892188	21.266261
ENSG00000221398	-	21	-	34456110	34456237	0.000000	0.000000	0.000000
ENSG00000288711	-	21	-	34511122	34614913	0.000000	0.000000	0.000000
ENSG00000159200	RCAN1	21	-	34513142	34615113	0.040008	100.408281	79.402566
ENSG00000159216	RUNX1	21	-	34787801	36004667	0.000000	0.000000	0.000000
ENSG00000286153	-	21	+	34836286	34884882	0.000000	0.000000	0.000000
ENSG00000234703	-	21	+	35136638	35139222	0.000000	0.000000	0.000000
ENSG00000223671	RPL34P3	21	-	35472095	35472432	0.000000	0.000000	0.000000
ENSG00000231300	EZH2P1	21	-	35599732	35600022	0.000000	0.000000	0.000000
ENSG00000230794	-	21	-	35713139	35732942	0.000000	0.000000	0.000000
ENSG00000211590	MIR802	21	+	35720715	35720808	0.000000	0.000000	0.000000
ENSG00000229761	RPS20P1	21	-	35724747	35725100	0.257062	16.540872	13.080471
ENSG00000234008	PPP1R2P2	21	+	35887195	35887807	0.000000	0.000000	0.000000
ENSG00000226054	MEMO1P1	21	+	36130489	36131376	58.003378	3732.276371	2951.472914
ENSG00000236830	CBR3-AS1	21	-	36131767	36175815	0.066465	94.280433	74.556682
ENSG00000214889	RPS9P1	21	+	36132450	36133032	563.975986	36289.511389	28697.636313
ENSG00000159231	CBR3	21	+	36135079	36146562	0.000000	0.000000	0.000000
ENSG00000142197	DOP1B	21	+	36156782	36294274	0.000000	0.000000	0.000000
ENSG00000228149	RPL3P1	21	-	36168970	36170180	257.327002	16557.923390	13093.955949
ENSG00000214867	SRSF9P1	21	-	36295173	36295702	4.549057	292.712917	231.476493
ENSG00000185917	SETD4	21	-	36034541	36079389	0.824300	90.945774	71.919644
ENSG00000189089	RIMKLBP1	21	+	36050214	36051377	4.568729	293.978728	232.477493
ENSG00000236677	SETD4-AS1	21	+	36060432	36064408	0.000000	0.000000	0.000000
ENSG00000200213	RNU6-992P	21	+	36066545	36066652	0.000000	0.000000	0.000000
ENSG00000230212	CBR1-AS1	21	-	36069642	36126640	0.000000	0.000000	0.000000
ENSG00000159228	CBR1	21	+	36069941	36073166	3.007065	462.944997	366.095510
ENSG00000289001	-	21	+	36070024	36070700	0.011361	0.731033	0.578099
ENSG00000236119	-	21	+	36082859	36090414	0.000000	0.000000	0.000000
ENSG00000233393	-	21	+	36104881	36109690	0.000000	0.000000	0.000000
ENSG00000230479	LNCTSI	21	+	36430360	36481070	0.000000	0.000000	0.000000
ENSG00000233818	CLDN14-AS1	21	+	36445731	36532408	0.000000	0.000000	0.000000
ENSG00000159261	CLDN14	21	-	36460621	36576569	0.000000	0.000000	0.000000
ENSG00000279365	-	21	+	36485867	36487760	0.165259	10.633730	8.409122
ENSG00000223741	PSMD4P1	21	-	36485983	36487411	0.000000	0.000000	0.000000
ENSG00000286517	-	21	-	36526280	36542855	0.000000	0.000000	0.000000
ENSG00000224269	-	21	-	36698773	36701564	0.000000	0.000000	0.000000
ENSG00000159263	SIM2	21	+	36699115	36749917	0.000000	0.000000	0.000000
ENSG00000159267	HLCS	21	-	36748626	36990236	0.000000	0.000000	0.000000
ENSG00000237646	HLCS-IT1	21	-	36803984	36806284	0.000000	0.000000	0.000000
ENSG00000199806	RNA5SP491	21	+	36851911	36852028	0.000000	0.000000	0.000000
ENSG00000270652	DPRXP5	21	+	36943267	36944125	0.000000	0.000000	0.000000
ENSG00000224790	HLCS-AS1	21	+	36966461	36975164	0.841612	102.707487	81.220771
ENSG00000207416	Y_RNA	21	-	36986739	36986851	0.814159	52.387749	41.428074
ENSG00000273199	-	21	-	36319792	36320670	0.000000	0.000000	0.000000
ENSG00000159256	MORC3	21	+	36320189	36386148	0.000000	0.000000	0.000000
ENSG00000228107	-	21	+	36360630	36362040	0.000000	0.000000	0.000000
ENSG00000159259	CHAF1B	21	+	36385392	36419015	0.606975	44.635812	35.297866
ENSG00000224421	ATP5MFP1	21	-	36388878	36389112	0.000000	0.000000	0.000000
ENSG00000215734	MRPL20P1	21	+	36994643	36995075	93.692841	6028.745026	4767.513410
ENSG00000185808	PIGP	21	-	37062846	37073170	0.000000	0.000000	0.000000
ENSG00000182670	TTC3	21	+	37073226	37203112	0.054972	9.350738	7.394536
ENSG00000270116	-	21	+	37100814	37101343	0.000000	0.000000	0.000000
ENSG00000228677	TTC3-AS1	21	-	37187666	37193926	0.000000	0.000000	0.000000
ENSG00000287637	-	21	-	37337382	37366858	0.000000	0.000000	0.000000
ENSG00000273210	-	21	-	37365477	37365932	0.000000	0.000000	0.000000
